RecordID,Hour,DayOfWeek,DayOfMonth,Consumption
79795,14.0,1.0,11.0,4.186
79824,7.0,1.0,11.0,0.982
79853,11.0,1.0,11.0,6.368
79882,21.0,1.0,11.0,8.29
79911,17.0,1.0,11.0,6.648
79940,13.0,1.0,11.0,4.752
79969,3.0,1.0,11.0,0.908
79998,22.0,1.0,11.0,8.514
80027,18.0,1.0,11.0,6.38
80056,10.0,1.0,11.0,8.34
80085,1.0,1.0,11.0,0.93
80114,20.0,1.0,11.0,8.472
80143,11.0,1.0,11.0,5.528
80186,3.0,1.0,11.0,0.936
80215,22.0,1.0,11.0,7.484
80244,16.0,1.0,11.0,5.742
80273,13.0,1.0,11.0,4.638
80302,9.0,1.0,11.0,8.776
80331,5.0,1.0,11.0,1.0
80360,0.0,1.0,11.0,2.35
80389,9.0,1.0,11.0,9.288
80418,4.0,1.0,11.0,1.832
80447,23.0,1.0,11.0,8.22
80476,15.0,1.0,11.0,4.24
80505,19.0,1.0,11.0,14.988
80534,15.0,1.0,11.0,4.344
80563,12.0,1.0,11.0,5.16
80592,2.0,1.0,11.0,0.932
80607,7.0,1.0,11.0,0.908
80636,23.0,1.0,11.0,7.02
80665,21.0,1.0,11.0,8.616
80694,9.0,1.0,11.0,9.268
80723,12.0,1.0,11.0,5.57
80752,4.0,1.0,11.0,0.93
80781,14.0,1.0,11.0,4.03
80810,17.0,1.0,11.0,6.04
80839,6.0,1.0,11.0,0.982
80868,2.0,1.0,11.0,0.964
80897,8.0,1.0,11.0,10.728
80926,11.0,1.0,11.0,5.984
80955,20.0,1.0,11.0,7.538
80984,22.0,1.0,11.0,7.524
81013,6.0,1.0,11.0,0.94
81042,12.0,1.0,11.0,5.242
81071,2.0,1.0,11.0,0.964
81100,18.0,1.0,11.0,5.756
81129,8.0,1.0,11.0,1.042
81158,20.0,1.0,11.0,7.908
81187,13.0,1.0,11.0,4.322
81216,1.0,1.0,11.0,0.886
81245,1.0,1.0,11.0,0.932
81274,5.0,1.0,11.0,0.972
81303,18.0,1.0,11.0,7.444
81332,14.0,1.0,11.0,4.496
81361,16.0,1.0,11.0,4.88
81390,0.0,1.0,11.0,0.948
81419,5.0,1.0,11.0,1.13
83189,22.0,2.0,12.0,9.412
83218,8.0,2.0,12.0,0.952
83247,12.0,2.0,12.0,1.012
83276,3.0,2.0,12.0,0.916
83305,15.0,2.0,12.0,0.936
83334,18.0,2.0,12.0,0.92
83363,7.0,2.0,12.0,1.046
83392,12.0,2.0,12.0,0.972
83421,1.0,2.0,12.0,0.944
83450,16.0,2.0,12.0,1.956
83479,20.0,2.0,12.0,1.978
83508,23.0,2.0,12.0,8.844
83537,13.0,2.0,12.0,1.032
83566,16.0,2.0,12.0,0.98
83595,10.0,2.0,12.0,0.912
83624,0.0,2.0,12.0,0.978
83653,5.0,2.0,12.0,0.976
83682,19.0,2.0,12.0,0.942
83711,19.0,2.0,12.0,1.038
83740,23.0,2.0,12.0,9.172
83757,1.0,2.0,12.0,1.072
83786,2.0,2.0,12.0,0.9
83815,6.0,2.0,12.0,0.966
83844,10.0,2.0,12.0,0.954
83873,12.0,2.0,12.0,1.044
83902,4.0,2.0,12.0,0.96
83931,22.0,2.0,12.0,9.172
83960,15.0,2.0,12.0,0.988
84004,17.0,2.0,12.0,0.984
84033,17.0,2.0,12.0,1.946
84062,7.0,2.0,12.0,2.03
84091,3.0,2.0,12.0,0.924
84120,5.0,2.0,12.0,0.94
84149,21.0,2.0,12.0,8.248
84178,13.0,2.0,12.0,0.948
84207,18.0,2.0,12.0,1.016
84236,21.0,2.0,12.0,10.338
84265,14.0,2.0,12.0,0.914
84293,8.0,2.0,12.0,0.902
84323,10.0,2.0,12.0,0.972
84337,2.0,2.0,12.0,1.0
84366,22.0,2.0,12.0,9.226
84395,23.0,2.0,12.0,5.748
84424,3.0,2.0,12.0,1.096
84453,11.0,2.0,12.0,1.0
84482,13.0,2.0,12.0,0.908
84511,4.0,2.0,12.0,1.916
84540,18.0,2.0,12.0,0.906
84569,15.0,2.0,12.0,0.978
84598,2.0,2.0,12.0,0.876
84627,6.0,2.0,12.0,0.892
84656,11.0,2.0,12.0,0.99
84685,9.0,2.0,12.0,2.038
84714,0.0,2.0,12.0,1.806
84743,20.0,2.0,12.0,1.022
84772,14.0,2.0,12.0,1.088
84813,11.0,2.0,12.0,1.036
84842,7.0,2.0,12.0,0.866
84871,21.0,2.0,12.0,9.536
84900,9.0,2.0,12.0,0.956
84929,5.0,2.0,12.0,0.972
84958,1.0,2.0,12.0,0.924
90827,17.0,3.0,13.0,1.002
90856,10.0,3.0,13.0,3.132
90885,14.0,3.0,13.0,1.056
90902,6.0,3.0,13.0,0.93
90931,21.0,3.0,13.0,8.864
90960,12.0,3.0,13.0,0.944
90989,4.0,3.0,13.0,1.018
91018,2.0,3.0,13.0,1.008
91047,23.0,3.0,13.0,0.922
91076,17.0,3.0,13.0,0.912
91105,13.0,3.0,13.0,0.988
91134,9.0,3.0,13.0,0.976
91163,1.0,3.0,13.0,0.942
91192,20.0,3.0,13.0,9.468
91221,16.0,3.0,13.0,0.982
91250,11.0,3.0,13.0,0.98
91279,4.0,3.0,13.0,1.96
91308,7.0,3.0,13.0,0.962
91337,18.0,3.0,13.0,1.096
91366,5.0,3.0,13.0,2.074
91395,0.0,3.0,13.0,1.008
91424,9.0,3.0,13.0,0.984
91453,3.0,3.0,13.0,1.014
91482,16.0,3.0,13.0,0.958
91511,19.0,3.0,13.0,5.014
91540,8.0,3.0,13.0,0.924
91569,20.0,3.0,13.0,8.784
91598,12.0,3.0,13.0,0.968
91627,9.0,3.0,13.0,0.936
91656,11.0,3.0,13.0,0.964
91685,3.0,3.0,13.0,0.93
91714,15.0,3.0,13.0,0.964
91743,11.0,3.0,13.0,1.004
91772,18.0,3.0,13.0,0.94
91801,22.0,3.0,13.0,8.14
91830,15.0,3.0,13.0,0.994
91859,1.0,3.0,13.0,2.084
91900,23.0,3.0,13.0,9.368
91929,2.0,3.0,13.0,1.022
91958,12.0,3.0,13.0,0.906
91987,8.0,3.0,13.0,1.924
92016,17.0,3.0,13.0,0.938
92045,21.0,3.0,13.0,9.384
92074,23.0,3.0,13.0,7.662
92103,10.0,3.0,13.0,0.984
92132,7.0,3.0,13.0,1.04
92161,14.0,3.0,13.0,0.966
92190,21.0,3.0,13.0,9.208
92219,14.0,3.0,13.0,1.008
92248,20.0,3.0,13.0,8.688
92277,6.0,3.0,13.0,0.988
92306,6.0,3.0,13.0,1.012
92335,19.0,3.0,13.0,1.018
92364,22.0,3.0,13.0,16.756
92393,13.0,3.0,13.0,1.014
92422,7.0,3.0,13.0,0.87
92451,0.0,3.0,13.0,1.03
92480,4.0,3.0,13.0,0.982
92509,2.0,3.0,13.0,0.95
92538,16.0,3.0,13.0,1.948
89962,2.0,4.0,14.0,0.972
89991,6.0,4.0,14.0,0.956
90020,16.0,4.0,14.0,0.912
90049,7.0,4.0,14.0,1.016
90103,13.0,4.0,14.0,0.916
90127,22.0,4.0,14.0,0.948
90161,18.0,4.0,14.0,0.976
90190,14.0,4.0,14.0,0.906
90230,0.0,4.0,14.0,1.052
90259,12.0,4.0,14.0,1.012
90288,15.0,4.0,14.0,0.968
90317,19.0,4.0,14.0,0.95
90346,0.0,4.0,14.0,0.94
90360,8.0,4.0,14.0,0.99
90404,4.0,4.0,14.0,0.974
90433,15.0,4.0,14.0,0.98
90462,21.0,4.0,14.0,0.964
90491,10.0,4.0,14.0,0.94
90520,3.0,4.0,14.0,0.944
90549,17.0,4.0,14.0,0.88
90578,14.0,4.0,14.0,0.964
90580,10.0,4.0,14.0,0.9
90609,3.0,4.0,14.0,0.918
90638,23.0,4.0,14.0,0.992
90667,5.0,4.0,14.0,0.956
90680,17.0,4.0,14.0,0.956
90709,8.0,4.0,14.0,0.988
90738,11.0,4.0,14.0,0.954
90767,14.0,4.0,14.0,0.95
90796,0.0,4.0,14.0,0.98
90825,4.0,4.0,14.0,0.93
90854,22.0,4.0,14.0,0.938
90883,12.0,4.0,14.0,0.882
90912,9.0,4.0,14.0,0.978
90941,5.0,4.0,14.0,0.92
90970,22.0,4.0,14.0,1.01
90999,19.0,4.0,14.0,0.962
91027,11.0,4.0,14.0,0.946
91056,8.0,4.0,14.0,0.938
91085,4.0,4.0,14.0,0.96
91130,21.0,4.0,14.0,1.896
91159,7.0,4.0,14.0,0.936
91177,11.0,4.0,14.0,0.938
91206,20.0,4.0,14.0,0.972
91235,16.0,4.0,14.0,0.916
91264,13.0,4.0,14.0,0.948
91293,5.0,4.0,14.0,0.892
91322,1.0,4.0,14.0,0.94
91351,23.0,4.0,14.0,0.992
91380,20.0,4.0,14.0,0.914
91408,17.0,4.0,14.0,0.924
91464,9.0,4.0,14.0,0.948
91493,23.0,4.0,14.0,0.948
91522,21.0,4.0,14.0,0.928
91551,18.0,4.0,14.0,0.876
91580,15.0,4.0,14.0,0.93
91609,2.0,4.0,14.0,0.96
91638,7.0,4.0,14.0,0.932
91667,13.0,4.0,14.0,0.94
91696,18.0,4.0,14.0,1.016
91725,3.0,4.0,14.0,0.978
91727,6.0,4.0,14.0,0.948
91756,9.0,4.0,14.0,0.974
91785,19.0,4.0,14.0,0.962
91814,10.0,4.0,14.0,0.98
91843,6.0,4.0,14.0,0.936
91872,1.0,4.0,14.0,1.868
91901,16.0,4.0,14.0,0.962
77283,16.0,5.0,15.0,0.99
77312,13.0,5.0,15.0,2.906
77341,21.0,5.0,15.0,0.922
77347,8.0,5.0,15.0,1.028
77376,1.0,5.0,15.0,0.924
77405,10.0,5.0,15.0,0.938
77434,6.0,5.0,15.0,0.906
77463,17.0,5.0,15.0,1.122
77492,19.0,5.0,15.0,0.954
77521,16.0,5.0,15.0,0.884
77550,20.0,5.0,15.0,0.9
77578,7.0,5.0,15.0,0.964
77607,12.0,5.0,15.0,1.956
77636,18.0,5.0,15.0,0.968
77665,14.0,5.0,15.0,0.962
77694,9.0,5.0,15.0,1.824
77723,4.0,5.0,15.0,0.842
77752,1.0,5.0,15.0,0.904
77781,22.0,5.0,15.0,0.964
77810,20.0,5.0,15.0,0.988
77839,12.0,5.0,15.0,0.978
77868,2.0,5.0,15.0,0.946
77896,7.0,5.0,15.0,0.938
77925,21.0,5.0,15.0,0.966
77954,4.0,5.0,15.0,1.774
77983,8.0,5.0,15.0,0.948
78012,15.0,5.0,15.0,0.948
78018,20.0,5.0,15.0,1.862
78047,0.0,5.0,15.0,0.95
78076,5.0,5.0,15.0,0.964
78105,17.0,5.0,15.0,1.85
78134,21.0,5.0,15.0,1.162
78163,5.0,5.0,15.0,0.964
78192,11.0,5.0,15.0,0.994
78221,16.0,5.0,15.0,0.918
78250,19.0,5.0,15.0,1.78
78279,0.0,5.0,15.0,0.986
78308,6.0,5.0,15.0,0.916
78337,10.0,5.0,15.0,0.938
78366,22.0,5.0,15.0,0.926
78395,14.0,5.0,15.0,0.98
78424,4.0,5.0,15.0,0.998
78453,23.0,5.0,15.0,1.01
78482,11.0,5.0,15.0,0.92
78511,5.0,5.0,15.0,0.972
78540,3.0,5.0,15.0,1.83
78569,7.0,5.0,15.0,0.932
78598,23.0,5.0,15.0,1.812
78627,10.0,5.0,15.0,0.998
78656,2.0,5.0,15.0,2.022
78731,15.0,5.0,15.0,0.94
78760,9.0,5.0,15.0,0.914
78789,1.0,5.0,15.0,1.12
78818,18.0,5.0,15.0,0.932
78847,9.0,5.0,15.0,0.976
78876,14.0,5.0,15.0,0.9
78905,6.0,5.0,15.0,0.928
88780,11.0,6.0,16.0,0.944
88809,0.0,6.0,16.0,0.898
88830,4.0,6.0,16.0,0.878
88859,7.0,6.0,16.0,0.972
88904,18.0,6.0,16.0,0.936
88933,21.0,6.0,16.0,0.964
88951,5.0,6.0,16.0,0.99
88980,0.0,6.0,16.0,0.896
89023,12.0,6.0,16.0,0.908
89052,23.0,6.0,16.0,0.942
89081,20.0,6.0,16.0,1.064
89110,2.0,6.0,16.0,0.988
89139,11.0,6.0,16.0,1.008
89168,3.0,6.0,16.0,1.882
89197,17.0,6.0,16.0,1.052
89226,22.0,6.0,16.0,0.996
89255,14.0,6.0,16.0,1.008
89275,20.0,6.0,16.0,1.044
89304,9.0,6.0,16.0,1.892
89319,16.0,6.0,16.0,0.942
89348,5.0,6.0,16.0,0.892
89388,0.0,6.0,16.0,0.932
89417,15.0,6.0,16.0,0.926
89446,12.0,6.0,16.0,1.852
89475,23.0,6.0,16.0,1.02
89504,20.0,6.0,16.0,0.958
89533,15.0,6.0,16.0,0.92
89562,8.0,6.0,16.0,2.022
89591,2.0,6.0,16.0,1.016
89620,4.0,6.0,16.0,0.964
89649,7.0,6.0,16.0,0.948
89678,22.0,6.0,16.0,0.982
89707,19.0,6.0,16.0,1.912
89736,0.0,6.0,16.0,0.888
89754,6.0,6.0,16.0,1.178
89783,14.0,6.0,16.0,0.996
89812,18.0,6.0,16.0,1.016
89841,10.0,6.0,16.0,1.876
89870,6.0,6.0,16.0,0.906
89899,1.0,6.0,16.0,0.94
89912,15.0,6.0,16.0,0.88
89941,11.0,6.0,16.0,0.96
89977,19.0,6.0,16.0,1.044
90006,10.0,6.0,16.0,0.992
90035,13.0,6.0,16.0,1.046
90064,16.0,6.0,16.0,0.984
90093,7.0,6.0,16.0,0.958
90122,3.0,6.0,16.0,1.088
90160,23.0,6.0,16.0,0.994
90189,17.0,6.0,16.0,0.98
90218,13.0,6.0,16.0,0.934
90248,1.0,6.0,16.0,0.892
90276,5.0,6.0,16.0,0.996
90316,17.0,6.0,16.0,0.98
90345,21.0,6.0,16.0,0.97
90374,14.0,6.0,16.0,0.984
90403,9.0,6.0,16.0,0.938
90432,4.0,6.0,16.0,0.89
90461,19.0,6.0,16.0,0.962
90490,2.0,6.0,16.0,0.92
90519,6.0,6.0,16.0,0.906
90548,21.0,6.0,16.0,0.952
90577,13.0,6.0,16.0,1.02
89922,23.0,0.0,17.0,9.492
89951,3.0,0.0,17.0,0.892
89980,11.0,0.0,17.0,0.98
90009,17.0,0.0,17.0,0.922
90038,2.0,0.0,17.0,0.96
90067,13.0,0.0,17.0,1.148
90096,19.0,0.0,17.0,2.894
90125,22.0,0.0,17.0,9.904
90154,19.0,0.0,17.0,0.944
90183,14.0,0.0,17.0,0.996
90212,0.0,0.0,17.0,1.956
90241,8.0,0.0,17.0,1.94
90270,13.0,0.0,17.0,1.078
90299,12.0,0.0,17.0,0.996
90328,5.0,0.0,17.0,0.996
90357,9.0,0.0,17.0,1.942
90386,16.0,0.0,17.0,1.884
90415,12.0,0.0,17.0,1.02
90444,3.0,0.0,17.0,0.974
90473,7.0,0.0,17.0,0.922
90502,2.0,0.0,17.0,0.958
90531,20.0,0.0,17.0,1.014
90560,20.0,0.0,17.0,1.024
90589,4.0,0.0,17.0,1.052
90618,22.0,0.0,17.0,0.99
90647,10.0,0.0,17.0,0.874
90676,8.0,0.0,17.0,1.016
90705,4.0,0.0,17.0,0.948
90734,15.0,0.0,17.0,0.99
90763,21.0,0.0,17.0,0.944
90792,19.0,0.0,17.0,1.046
90821,10.0,0.0,17.0,2.082
90850,7.0,0.0,17.0,0.95
90879,2.0,0.0,17.0,0.99
90908,6.0,0.0,17.0,0.924
90937,3.0,0.0,17.0,0.96
90966,23.0,0.0,17.0,18.872
90995,21.0,0.0,17.0,1.026
91024,17.0,0.0,17.0,0.966
91053,14.0,0.0,17.0,1.966
91082,11.0,0.0,17.0,0.972
91111,5.0,0.0,17.0,0.92
91140,15.0,0.0,17.0,1.022
91169,18.0,0.0,17.0,0.952
91198,22.0,0.0,17.0,3.922
91227,13.0,0.0,17.0,0.974
91256,1.0,0.0,17.0,2.034
91285,6.0,0.0,17.0,1.96
91314,9.0,0.0,17.0,1.04
91343,0.0,0.0,17.0,0.986
91372,5.0,0.0,17.0,1.008
91401,12.0,0.0,17.0,1.032
91430,17.0,0.0,17.0,1.99
91459,9.0,0.0,17.0,0.886
91488,1.0,0.0,17.0,0.934
91517,20.0,0.0,17.0,1.056
92563,7.0,1.0,18.0,9.384
92592,0.0,1.0,18.0,3.298
92621,18.0,1.0,18.0,10.592
92650,21.0,1.0,18.0,7.352
92679,23.0,1.0,18.0,7.238
92708,13.0,1.0,18.0,3.448
92737,20.0,1.0,18.0,13.772
92766,11.0,1.0,18.0,5.808
92795,3.0,1.0,18.0,3.268
92824,18.0,1.0,18.0,6.11
92853,11.0,1.0,18.0,4.68
92882,5.0,1.0,18.0,3.486
92911,1.0,1.0,18.0,7.842
92940,9.0,1.0,18.0,7.142
92969,21.0,1.0,18.0,7.242
92998,20.0,1.0,18.0,13.396
93027,2.0,1.0,18.0,2.276
93056,19.0,1.0,18.0,10.618
93085,17.0,1.0,18.0,3.708
93114,10.0,1.0,18.0,6.236
93143,6.0,1.0,18.0,2.744
93172,22.0,1.0,18.0,7.728
93201,5.0,1.0,18.0,3.686
93230,3.0,1.0,18.0,6.688
93259,12.0,1.0,18.0,6.758
93288,9.0,1.0,18.0,8.388
93317,6.0,1.0,18.0,6.636
93346,13.0,1.0,18.0,4.98
93375,16.0,1.0,18.0,2.558
93404,0.0,1.0,18.0,10.176
93433,8.0,1.0,18.0,8.802
93462,15.0,1.0,18.0,3.5
93491,12.0,1.0,18.0,5.13
93520,3.0,1.0,18.0,3.7
93549,21.0,1.0,18.0,6.182
93578,15.0,1.0,18.0,2.546
93607,23.0,1.0,18.0,7.282
93636,16.0,1.0,18.0,7.826
93665,9.0,1.0,18.0,7.752
93694,22.0,1.0,18.0,6.904
93723,1.0,1.0,18.0,3.914
93752,4.0,1.0,18.0,2.56
93781,8.0,1.0,18.0,9.564
93810,14.0,1.0,18.0,2.462
93839,14.0,1.0,18.0,8.36
93868,6.0,1.0,18.0,3.9
93897,10.0,1.0,18.0,6.502
93926,23.0,1.0,18.0,8.098
93955,7.0,1.0,18.0,7.924
93984,4.0,1.0,18.0,3.266
94013,11.0,1.0,18.0,4.792
94042,17.0,1.0,18.0,4.216
94071,14.0,1.0,18.0,3.658
94100,8.0,1.0,18.0,8.654
94129,0.0,1.0,18.0,6.606
94158,4.0,1.0,18.0,3.758
94187,15.0,1.0,18.0,3.35
94216,22.0,1.0,18.0,7.7
92112,2.0,2.0,19.0,2.702
92141,1.0,2.0,19.0,2.092
92170,5.0,2.0,19.0,3.696
92199,7.0,2.0,19.0,3.352
92228,22.0,2.0,19.0,6.66
92257,4.0,2.0,19.0,3.586
92285,1.0,2.0,19.0,2.562
92314,0.0,2.0,19.0,3.002
92343,6.0,2.0,19.0,4.004
92366,7.0,2.0,19.0,9.5
92395,9.0,2.0,19.0,5.39
92424,14.0,2.0,19.0,2.694
92453,16.0,2.0,19.0,2.098
92482,21.0,2.0,19.0,6.364
92511,2.0,2.0,19.0,2.176
92540,3.0,2.0,19.0,3.376
92569,21.0,2.0,19.0,13.062
92598,14.0,2.0,19.0,1.898
92627,16.0,2.0,19.0,2.142
92656,2.0,2.0,19.0,2.924
92685,5.0,2.0,19.0,2.302
92714,10.0,2.0,19.0,5.082
92749,6.0,2.0,19.0,3.702
92778,0.0,2.0,19.0,5.766
92807,11.0,2.0,19.0,3.776
92836,16.0,2.0,19.0,2.042
92865,13.0,2.0,19.0,2.75
92894,19.0,2.0,19.0,5.18
92923,18.0,2.0,19.0,8.07
92952,7.0,2.0,19.0,4.832
92981,1.0,2.0,19.0,2.696
93010,11.0,2.0,19.0,4.642
93039,15.0,2.0,19.0,2.118
93068,18.0,2.0,19.0,3.854
93097,22.0,2.0,19.0,7.722
93126,14.0,2.0,19.0,2.158
93155,9.0,2.0,19.0,15.676
93184,3.0,2.0,19.0,2.77
93213,21.0,2.0,19.0,6.14
93242,19.0,2.0,19.0,5.208
93259,20.0,2.0,19.0,6.352
93288,17.0,2.0,19.0,5.366
93317,8.0,2.0,19.0,8.598
93346,3.0,2.0,19.0,2.124
93375,13.0,2.0,19.0,5.456
93404,12.0,2.0,19.0,3.362
93433,12.0,2.0,19.0,4.21
93462,20.0,2.0,19.0,5.636
93491,0.0,2.0,19.0,2.034
93520,5.0,2.0,19.0,2.216
93549,8.0,2.0,19.0,7.85
93578,10.0,2.0,19.0,4.228
93608,6.0,2.0,19.0,2.504
93637,8.0,2.0,19.0,9.232
93666,10.0,2.0,19.0,5.306
93699,22.0,2.0,19.0,6.908
93728,15.0,2.0,19.0,1.926
93765,19.0,2.0,19.0,10.212
93794,23.0,2.0,19.0,7.848
93823,12.0,2.0,19.0,3.612
93852,4.0,2.0,19.0,2.84
96356,23.0,3.0,20.0,13.092
96385,0.0,3.0,20.0,6.624
96414,12.0,3.0,20.0,2.314
96443,2.0,3.0,20.0,1.832
96472,18.0,3.0,20.0,4.574
96501,6.0,3.0,20.0,3.27
96530,1.0,3.0,20.0,1.836
96559,20.0,3.0,20.0,7.24
96588,17.0,3.0,20.0,1.704
96617,1.0,3.0,20.0,2.136
96646,8.0,3.0,20.0,12.848
96675,13.0,3.0,20.0,1.04
96704,22.0,3.0,20.0,5.928
96733,19.0,3.0,20.0,9.28
96762,18.0,3.0,20.0,2.736
96791,3.0,3.0,20.0,4.038
96820,7.0,3.0,20.0,8.76
96849,12.0,3.0,20.0,2.576
96878,20.0,3.0,20.0,6.196
96907,13.0,3.0,20.0,2.612
96936,16.0,3.0,20.0,0.906
96965,11.0,3.0,20.0,3.292
96994,4.0,3.0,20.0,2.224
97023,0.0,3.0,20.0,2.948
97052,0.0,3.0,20.0,2.948
97081,19.0,3.0,20.0,4.236
97110,22.0,3.0,20.0,5.732
97139,15.0,3.0,20.0,1.994
97168,8.0,3.0,20.0,6.144
97197,5.0,3.0,20.0,5.676
97226,21.0,3.0,20.0,5.676
97255,23.0,3.0,20.0,6.788
97284,17.0,3.0,20.0,3.588
97313,11.0,3.0,20.0,3.038
97342,17.0,3.0,20.0,1.548
97371,14.0,3.0,20.0,2.96
97400,1.0,3.0,20.0,1.842
97429,5.0,3.0,20.0,5.25
97458,21.0,3.0,20.0,4.804
97487,2.0,3.0,20.0,1.994
97516,9.0,3.0,20.0,6.668
97545,6.0,3.0,20.0,2.248
97574,12.0,3.0,20.0,2.682
97603,22.0,3.0,20.0,6.432
97632,14.0,3.0,20.0,1.626
97661,18.0,3.0,20.0,3.018
97690,10.0,3.0,20.0,4.916
97719,11.0,3.0,20.0,3.602
97748,15.0,3.0,20.0,0.9
97777,0.0,3.0,20.0,14.048
97806,4.0,3.0,20.0,2.118
97835,7.0,3.0,20.0,2.22
97864,7.0,3.0,20.0,4.706
97893,10.0,3.0,20.0,7.66
97922,21.0,3.0,20.0,5.128
97951,9.0,3.0,20.0,5.924
97980,3.0,3.0,20.0,4.664
98009,6.0,3.0,20.0,3.474
98038,16.0,3.0,20.0,2.478
98039,10.0,2.0,5.0,5.5
98040,23.0,6.0,1.0,0.0
98041,23.0,6.0,1.0,0.0
98042,23.0,6.0,1.0,0.0
98043,23.0,6.0,1.0,0.0
